item_code,description,unit,total_quantity,total_cost,average_low_bid_price,average_three_lowest_bids,bid_count,source_page
004E0010,Blading,Hour,100,21783,217.83,228.92,1,4
004E0030,Maintenance of Traffic Diversion(s),LS,10,870518.56,87051.86,75170.23,10,4
004E0050,Remove Traffic Diversion(s),LS,11,1572118.54,142919.87,112384.89,11,4
004E0060,Temporary Detour Structure,Each,1,598221.76,598221.76,449110.88,1,4
009E0010,Mobilization,LS,164,69917135.14,426323.99,486932.81,164,4
009E0720,"Extra Work, Utilities",LS,1,8788.11,8788.11,6762.7,1,4
009E1000,Incentive/Disincentive Pay,Day,0,0,0,0,56,4
009E1350,Restoration of Stockpile Site,LS,3,23705,7901.67,10233.89,3,4
009E3200,Construction Staking,LS,22,510857.62,23220.8,20600.33,22,4
009E3210,Construction Staking,Mile,85.61,122589.83,1431.96,1421.74,4,4
009E3220,Reestablish Right-of-Way and Property Corner,Each,1696,221876.32,130.82,122.12,17,4
009E3230,Grade Staking,Mile,106.59,519763.77,4876.29,4291.26,36,4
009E3240,Graded Centerline Staking,Mile,29.08,100862.75,3468.94,3698.39,4,4
009E3245,Final Cross Section Survey,Mile,54.84,78471.44,1430.94,1352.7,11,4
009E3250,Miscellaneous Staking,Mile,181.21,1093989.21,6037.2,5264.83,41,4
009E3280,Slope Staking,Mile,73.47,324313.15,4414.41,4399.16,34,4
009E3290,Structure Staking,Each,53,283204.17,5343.47,4836.14,28,4
009E3305,As-Built Survey,LS,3,14300,4766.67,7485.83,3,4
009E3310,Bridge Elevation Survey,LS,17,173731.56,10219.5,10638.54,17,4
009E3320,Checker,LS,29,704624.76,24297.41,24485.14,29,4
009E4100,"Construction Schedule, Category I",LS,3,11600,3866.67,3771.43,3,4
009E4200,"Construction Schedule, Category II",LS,21,158536.66,7549.36,7393.08,21,4
009E4220,"Project Management, Category II",LS,2,32695,16347.5,20782.5,2,4
009E4300,"Construction Schedule, Category III",LS,5,133147.55,26629.51,21215.87,5,4
009E4330,"Project Management, Category III",LS,2,400000,200000,137210.46,2,4
009E5000,Concrete Penetrating Sealer,SqYd,67341.3,551428.07,8.19,10.27,14,4
009E9900,Training Program,Hour,24500,134140,5.48,25.79,24,4
100E0010,Clear and Grub Stump,Each,3,2787.84,929.28,598.39,1,4
100E0020,Clear and Grub Tree,Each,406,383430.61,944.41,805.07,19,4
100E0100,Clearing,LS,42,2621966.98,62427.79,50180.14,42,4
110E0010,Remove Concrete Bridge Approach Slab,SqYd,6337.4,411078.5,64.87,71.6,5,4
110E0020,Remove Bridge Railing,Ft,1112,80391.5,72.29,49.26,2,4
110E0040,Remove Concrete Bridge Slab,SqYd,1846,738400,400,360.5,1,4
110E0045,Remove Partial Bridge Joint,Each,8,56000,7000,4275,1,4
110E0100,Remove Concrete Footing(s),LS,5,21369.25,4273.85,7214.98,5,4
110E0130,Remove Traffic Sign,Each,763,23969.13,31.41,35.62,28,4
110E0135,Remove Delineator,Each,1066,12259.39,11.5,13.83,19,4
110E0300,Remove Concrete Curb and/or Gutter,Ft,28811,289129.87,10.04,9.73,19,4
110E0370,Remove Curb Stop,Each,1,436.78,436.78,837.26,1,4
110E0400,Remove Drop Inlet,Each,170,106662.72,627.43,566.63,13,4
110E0420,Remove Drop Inlet Frame and Grate Assembly,Each,33,8405,254.7,239.51,7,4
110E0460,Remove Manhole,Each,29,57363.03,1978.04,1510.06,6,4
110E0500,Remove Pipe Culvert,Ft,3868,236625,61.18,59.41,21,4
110E0510,Remove Pipe End Section,Each,358,159118.1,444.46,448.88,19,4
110E0520,Remove Sewer Pipe,Ft,204,1122,5.5,14.58,1,4
110E0530,Remove Storm Sewer Pipe,Ft,246,2445,9.94,8.47,2,4
110E0550,Remove Cattle Guard,Each,2,11910,5955,4852.5,2,4
110E0595,Remove Cattle Pass End Section,Each,8,15033.38,1879.17,1745.97,2,4
110E0600,Remove Fence,Ft,306582,354098.61,1.15,1.17,38,4
110E0605,Remove Chain Link Fence,Ft,4887,33523.28,6.86,9.41,6,4
110E0650,Remove Crossover Closure,Ft,911,4937.3,5.42,4,2,4
110E0700,Remove 3 Cable Guardrail,Ft,59667,212174.27,3.56,4.17,18,4
110E0707,Remove High Tension 4 Cable Guardrail,Ft,2906,14104.74,4.85,4.75,4,4
110E0730,Remove Beam Guardrail,Ft,42714.6,445808.93,10.44,10.25,29,4
110E0740,Remove 3 Cable Guardrail Anchor Assembly,Each,247,94026.3,380.67,455.89,16,4
110E0745,Remove 3 Cable Guardrail Slip Base Anchor Assembly,Each,10,3980.3,398.03,411.32,4,4
110E0749,Remove High Tension 4 Cable Guardrail Anchor Assembly,Each,8,6660,832.5,802.79,3,5
110E0750,Remove Guardrail Terminal Anchor,Each,4,1704,426,425.33,1,5
110E0760,Remove Beam Guardrail Trailing End Terminal,Each,2,520,260,267.5,1,5
110E0770,Remove W Beam Guardrail Breakaway Cable Terminal,Each,18,5353.8,297.43,288.47,4,5
110E0800,Remove W Beam Guardrail End Terminal,Each,114,80653.52,707.49,693.61,8,5
110E0810,Remove Rubrail,Ft,288.7,866.1,3,4.36,2,5
110E1010,Remove Asphalt Concrete Pavement,SqYd,168890.3,1540612.08,9.12,9.32,58,5
110E1020,Remove Asphalt Concrete Pavement,CuYd,7187.4,97654.5,13.59,33.66,3,5
110E1050,Remove Asphalt Concrete Approach Pavement,SqYd,8488,53758,6.33,8.1,2,5
110E1100,Remove Concrete Pavement,SqYd,201999.2,2134179.48,10.57,11.16,27,5
110E1120,Remove Concrete Median Pavement,SqYd,25.5,173.4,6.8,6.47,1,5
110E1130,Remove Concrete Driveway Pavement,SqYd,7890,111331.13,14.11,11.89,11,5
110E1140,Remove Concrete Sidewalk,SqYd,28630.7,351076.79,12.26,13.04,15,5
110E1300,Remove Concrete Retaining Wall,Ft,56,1095.5,19.56,18.4,2,5
110E1510,Remove Luminaire Pole,Each,2,560,280,430,1,5
110E1520,Remove Signal Equipment,LS,2,53005.36,26502.68,26534.54,2,5
110E1530,Remove Signal Pole Footing,Each,37,46042.16,1244.38,1403.18,3,5
110E1540,Remove Luminaire Pole Footing,Each,144,102867.27,714.36,685.01,7,5
110E1640,Remove Granular Material,CuYd,3184.1,52085.9,16.36,21.8,5,5
110E1650,Remove Bank and Channel Protection Gabion,Each,2,5516,2758,2758,1,5
110E1690,Remove Sediment,CuYd,398.5,32676.31,82,60.31,44,5
110E1693,Remove Erosion Control Wattle,Ft,9886,23829,2.41,2.67,17,5
110E1695,Remove Sediment Filter Bag,Ft,11692,31108.8,2.66,1.73,10,5
110E1700,Remove Silt Fence,Ft,81588,96911.74,1.19,1.22,48,5
110E1790,Remove Concrete Vault Lid,SqFt,750,51750,69,71.67,1,5
110E1910,Remove Fire Hydrant,Each,11,6110,555.45,582.67,2,5
110E1960,Remove Valve Box,Each,2,848,424,547.71,1,5
110E1970,Remove Water Main,Ft,5475,26759.9,4.89,7.01,2,5
110E4000,Salvage Crash Cushion,Each,1,1060,1060,1039,1,5
110E4100,Salvage 3 Cable Guardrail,Ft,1483,13094.89,8.83,8.04,1,5
110E4106,Salvage High Tension 4 Cable Guardrail,Ft,150,1893,12.62,11.68,1,5
110E4116,Salvage High Tension 4 Cable Guardrail Anchor Assembly,Each,2,6308.98,3154.49,2953.54,1,5
110E4290,Salvage Beam Guardrail,Ft,3022,26951.14,8.92,8.77,4,5
110E4340,Salvage W Beam to Thrie Beam Guardrail Transition,Each,3,754.74,251.58,233.96,2,5
110E5000,Salvage Sign Bridge,Each,2,28068,14034,14642,1,5
110E5010,Salvage Delineator,Each,236,2392,10.14,10.66,3,5
110E5020,Salvage Traffic Sign,Each,5978,160964.25,26.93,26.65,11,5
110E5100,Salvage Luminaire Pole,Each,108,49006.47,453.76,429.97,5,5
110E5105,Salvage Luminaire,Each,27,1283.73,47.55,44.72,2,5
110E5110,Salvage Signal Equipment,LS,4,39876.55,9969.14,5436.73,4,5
110E5450,Salvage Riprap,CuYd,2830,24055,8.5,16.07,1,5
110E5451,Salvage Riprap,Ton,4067,121635,29.91,21.8,2,5
110E5720,Salvage Drop Inlet Frame and Grate Assembly,Each,50,8395,167.9,137.35,2,5
110E5800,Salvage Fence,Ft,1696,2628,1.55,1.43,2,5
110E6000,Remove 3 Cable Guardrail for Reset,Ft,720,3060,4.25,4.12,1,5
110E6006,Remove High Tension 4 Cable Guardrail for Reset,Ft,3272,24735.44,7.56,7.34,4,5
110E6016,Remove High Tension 4 Cable Guardrail Anchor Assembly for Reset,Each,17,35530.77,2090.05,1956.8,4,5
110E6200,Remove Double Thrie Beam Guardrail for Reset,Ft,75,1200,16,15.5,1,5
110E6220,Remove Double W Beam Guardrail for Reset,Ft,150,1700,11.33,11,2,5
110E6230,Remove W Beam Guardrail for Reset,Ft,875,4681.25,5.35,5.18,1,5
110E6240,Remove W Beam to Thrie Beam Guardrail Transition for Reset,Each,6,960,160,155,1,5
110E6250,Remove Beam Guardrail Trailing End Terminal for Reset,Each,2,165,82.5,84.39,1,6
110E6260,Remove W Beam Guardrail Breakaway Cable Terminal for Reset,Each,6,2550,425,412.5,1,6
110E6269,Remove W Beam Guardrail End Terminal for Reset,Each,2,1070,535,517.5,1,6
110E6280,Remove W Beam Guardrail Tangent End Terminal for Reset,Each,2,1070,535,517.5,1,6
110E6300,Remove Rubrail for Reset,Ft,318.7,3187,10,10.22,2,6
110E6410,Remove Type 1 MGS for Reset,Ft,4037.5,31276.5,7.75,7.25,9,6
110E6500,Remove Type 1 Guardrail Transition for Reset,Each,18,9480,526.67,511.01,4,6
110E7000,Remove Crossover Closure for Reset,Ft,448,3136,7,7.33,1,6
110E7020,Remove Interim Crossover Closure for Reset,Ft,224,985.6,4.4,4.5,1,6
110E7040,Remove Gate for Reset,Each,3,12530.94,4176.98,2427.99,2,6
110E7150,Remove Sign for Reset,Each,484,31904.72,65.92,66.73,35,6
110E7152,Remove Delineator for Reset,Each,753,21861.54,29.03,29.05,4,6
110E7500,Remove Pipe for Reset,Ft,2567,155281.86,60.49,78.6,20,6
110E7510,Remove Pipe End Section for Reset,Each,380,178205.9,468.96,491.58,27,6
110E7540,Remove Cattle Pass End Section for Reset,Each,3,9000,3000,2247.11,1,6
110E7600,Remove Cattle Guard for Reset,Each,2,10500,5250,5002.66,1,6
110E7700,Remove Drop Inlet Frame and Grate Assembly for Reset,Each,15,5000,333.33,508.54,2,6
110E7710,Remove Manhole Frame and Lid for Reset,Each,1,300,300,683.33,1,6
110E7800,Remove Chain Link Fence for Reset,Ft,80,3236.8,40.46,32.36,2,6
110E7802,Remove Fence for Reset,Ft,1956,19110.5,9.77,9.26,4,6
120E0010,Unclassified Excavation,CuYd,4323218,21744818.95,5.03,6.02,74,6
120E0020,Unclassified Excavation,LS,1,27000,27000,45000,1,6
120E0500,Option Borrow Excavation,CuYd,740716,6300583.76,8.51,8.94,5,6
120E0600,Contractor Furnished Borrow,CuYd,627814,8659713.81,13.79,14.43,61,6
120E0900,Contaminated Material Excavation,CuYd,510,51224,100.44,100.05,5,6
120E1000,Muck Excavation,CuYd,147917,1277392.07,8.64,9.17,13,6
120E1100,Unclassified/Rock Excavation,CuYd,1509220,19669976.1,13.03,14.43,2,6
120E2000,Undercutting,CuYd,948669,1932513.59,2.04,2.81,24,6
120E3120,Bridge Berm Repair,Each,28,302800,10814.29,14555.88,5,6
120E4100,Reprofiling Ditch,Sta,33.5,10500,313.43,446.27,2,6
120E6000,Water for Dust Control,MGal,5050,277500,54.95,64.93,2,6
120E6200,Water for Granular Material,MGal,18849.5,692285.91,36.73,35.49,43,6
120E6300,Water for Vegetation,MGal,3399.1,60977.34,17.94,27.78,6,6
120E7000,Select Granular Backfill,Ton,465.2,103866.25,223.27,255.19,16,6
120E9000,Pit Run,Ton,29373.4,480998.98,16.38,17.29,6,6
205E0010,Dust Control Chloride,Lb,790510,471089.1,0.6,0.55,2,6
210E1000,Shoulder Preparation,Mile,198.71,866574.8,4360.98,4063.65,6,6
210E1005,Surface Preparation,Mile,14.56,130662.58,8974.69,12511.18,7,6
210E2000,Shoulder Shaping,Mile,0.1,1100,11000,83666.67,1,6
210E3500,Heavy Roadway Shaping,Mile,1.61,156440,97228.09,76168.77,5,6
210E3510,Heavy Roadway Shaping,SqYd,5398,24206.86,4.48,5.27,2,6
230E0010,Placing Topsoil,CuYd,656755,2774429.59,4.22,4.11,56,6
230E0020,Contractor Furnished Topsoil,CuYd,13362,520905.84,38.98,36.52,6,6
230E0100,Remove and Replace Topsoil,LS,14,604917,43208.36,50392.39,14,6
