bid_tab_item_id,project_id,source_id,source_file,sheet_name,workbook_row,project_number,source_item_number,source_item_code,source_item_code_system,source_spec_raw,source_item_description,item_code,item_description,unit_raw,unit_normalized,quantity,engineer_estimate_unit_price,average_bid_unit_price,matched_agency_item_code,match_status,date_basis,engineer_estimate_quantity,audit_estimate_unit_price,audit_estimate_extended_price
fhu_west_mainstreet_20240208_row_0046,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,46,CIP22-043-CI,38,214,CDOT,214,DECIDUOUS SHRUB (5 GALLON),214,DECIDUOUS SHRUB (5 GALLON),Each,EACH,6,,84.11,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0047,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,47,CIP22-043-CI,39,214,CDOT,214,ORNAMENTAL GRASS (1 GALLON CONTAINER),214,ORNAMENTAL GRASS (1 GALLON CONTAINER),Each,EACH,149,,29.76,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0048,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,48,CIP22-043-CI,40,304,CDOT,304,AGGREGATE BASE COURSE (CLASS 6),304-06007,AGGREGATE BASE COURSE (CLASS 6),Cubic Yard,CY,708,,85.03,304-06007,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0049,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,49,CIP22-043-CI,41,412,CDOT,412,CONCRETE PAVEMENT (9 INCH),412-00900,CONCRETE PAVEMENT (9 INCH),Square Yard,SY,1089,,154.90,412-00900,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0050,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,50,CIP22-043-CI,42,412,CDOT,412,CONCRETE PAVEMENT (9 INCH) (FAST TRACK),412-00920,CONCRETE PAVEMENT (9 INCH) (FAST TRACK),Square Yard,SY,835,,193.87,412-00920,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0051,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,51,CIP22-043-CI,43,503,CDOT,503,DRILLED SHAFT (18 INCH) (SPECIAL),503,DRILLED SHAFT (18 INCH) (SPECIAL),Linear Foot/Feet,LINEAR FOOT/FEET,5,,825.01,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0052,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,52,CIP22-043-CI,44,503,CDOT,503,DRILLED SHAFT (48 INCH),503,DRILLED SHAFT (48 INCH),Linear Foot/Feet,LINEAR FOOT/FEET,21,,1302.97,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0053,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,53,CIP22-043-CI,45,603,CDOT,603,24 INCH REINFORCED CONCRETE PIPE (COMPLETE IN PLACE),603,24 INCH REINFORCED CONCRETE PIPE (COMPLETE IN PLACE),Linear Foot/Feet,LINEAR FOOT/FEET,8,,445.53,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0054,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,54,CIP22-043-CI,46,604,CDOT,604,INLET SPECIAL,604-19000,INLET SPECIAL,Each,EACH,1,,38820.45,604-19000,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0055,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,55,CIP22-043-CI,47,607,CDOT,607,CONSTRUCTION FENCE,607,CONSTRUCTION FENCE,Linear Foot/Feet,LINEAR FOOT/FEET,500,,6.13,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0056,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,56,CIP22-043-CI,48,608,CDOT,608,CONCRETE SIDEWALK (6 INCH),608-00006,CONCRETE SIDEWALK (6 INCH),Square Yard,SY,313,,97.02,608-00006,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0057,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,57,CIP22-043-CI,49,608,CDOT,608,CONCRETE CURB RAMP,608-00010,CONCRETE CURB RAMP,Square Yard,SY,18,,281.28,608-00010,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0058,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,58,CIP22-043-CI,50,609,CDOT,609,CURB AND GUTTER TYPE 2 (SECTION I-B),609,CURB AND GUTTER TYPE 2 (SECTION I-B),Linear Foot/Feet,LINEAR FOOT/FEET,376,,44.10,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0059,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,59,CIP22-043-CI,51,609,CDOT,609,CURB AND GUTTER TYPE 2 (SECTION II-B),609,CURB AND GUTTER TYPE 2 (SECTION II-B),Linear Foot/Feet,LINEAR FOOT/FEET,462,,48.00,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0060,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,60,CIP22-043-CI,52,610,CDOT,610,MEDIAN COVER MATERIAL (COLORED EXPOSED AGGREGATE),610,MEDIAN COVER MATERIAL (COLORED EXPOSED AGGREGATE),Square Foot/Feet,SQUARE FOOT/FEET,820,,21.64,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0061,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,61,CIP22-043-CI,53,612,CDOT,612,DELINEATOR (TYPE I),612-00001,DELINEATOR (TYPE I),Each,EACH,1,,80.45,612-00001,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0062,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,62,CIP22-043-CI,54,613,CDOT,613,2 INCH ELECTRICAL CONDUIT (BORED),613,2 INCH ELECTRICAL CONDUIT (BORED),Linear Foot/Feet,LINEAR FOOT/FEET,860,,35.75,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0063,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,63,CIP22-043-CI,55,613,CDOT,613,3 INCH ELECTRICAL CONDUIT (BORED),613,3 INCH ELECTRICAL CONDUIT (BORED),Linear Foot/Feet,LINEAR FOOT/FEET,40,,37.67,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0064,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,64,CIP22-043-CI,56,613,CDOT,613,PULL BOX (SMALL),613,PULL BOX (SMALL),Each,EACH,5,,1548.62,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0065,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,65,CIP22-043-CI,57,613,CDOT,613,PULL BOX (MEDIUM),613,PULL BOX (MEDIUM),Each,EACH,1,,1781.50,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0066,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,66,CIP22-043-CI,58,613,CDOT,613,WIRING (LIGHTING AND IRRIGATION),613,WIRING (LIGHTING AND IRRIGATION),Lump-Sum,L S,1,,12479.84,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0067,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,67,CIP22-043-CI,59,613,CDOT,613,WIRING,613-10000,WIRING,Lump-Sum,L S,1,,9518.38,613-10000,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0068,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,68,CIP22-043-CI,60,614,CDOT,614,SIGN PANEL (CLASS I) (OVERHEAD),614,SIGN PANEL (CLASS I) (OVERHEAD),Square Foot/Feet,SQUARE FOOT/FEET,23,,62.30,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0069,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,69,CIP22-043-CI,61,614,CDOT,614,SIGN PANEL (CLASS I),614,SIGN PANEL (CLASS I),Square Foot/Feet,SQUARE FOOT/FEET,48,,44.24,,source_cdot_prefix_only,2024-02-08,,,
