bid_tab_item_id,source_item_code,source_item_description,unit_normalized,candidate_agency_item_code,candidate_description,candidate_unit,candidate_count,suggestion_status
fhu_colorado_blvd_20260601_row_0120,630-00006,UNIFORMED TRAFFIC CONTROL (VEHICLE),HOUR,630-00006,Uniformed Traffic Control (Vehicle),HOUR,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0121,630-00007,TRAFFIC CONTROL INSPECTION,DAY,630-00007,Traffic Control Inspection,DAY,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0122,630-00012,TRAFFIC CONTROL MANAGEMENT,DAY,630-00012,Traffic Control Management,DAY,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0123,630-80335,BARRICADE (TYPE 3 M-A) (TEMPORARY),EACH,630-80335,Barricade (Type 3 M-A) (Temporary),EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0124,630-80340,PEDESTRIAN BARRICADE (ADA),LF,630-80340,Pedestrian Barricade (ADA),LF,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0125,630-80341,CONSTRUCTION TRAFFIC SIGN (PANEL SIZE A),EACH,630-80341,Construction Traffic Sign (Panel Size A),EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0126,630-80342,CONSTRUCTION TRAFFIC SIGN (PANEL SIZE B),EACH,630-80342,Construction Traffic Sign (Panel Size B),EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0127,630-80350,VERTICAL PANEL,EACH,630-80350,Vertical Panel,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0128,630-80355,PORTABLE MESSAGE SIGN PANEL,EACH,630-80355,Portable Message Sign Panel,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0129,630-80358,ADVANCE WARNING FLASHING OR SEQUENCING ARROW PANEL (C TYPE),EACH,630-80358,Advance Warning Flashing or Sequencing Arrow Panel (C Type),EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0130,630-80360,DRUM CHANNELIZING DEVICE,EACH,630-80360,Drum Channelizing Device,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0131,630-80370,BARRIER (TEMPORARY),LF,630-80370,Barrier (Temporary),LF,1,single_exact_description_unit_candidate
