catalog_row_id,agency_item_id,agency_item_code,description,unit_raw,unit_normalized,specification_year,specification_reference,item_status,source_id,source_page,source_locator
ne_ndot_catalog_0006.11,ne_ndot_0006.11,0006.11,LANE CLOSURE SHIFT,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0006.11
ne_ndot_catalog_0006.12,ne_ndot_0006.12,0006.12,TEMPORARY CLOSURE,DAY,DAY,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0006.12
ne_ndot_catalog_0006.15,ne_ndot_0006.15,0006.15,HAUL,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0006.15
ne_ndot_catalog_0006.25,ne_ndot_0006.25,0006.25,STEEL COST ADJUSTMENT,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0006.25
ne_ndot_catalog_0007.00,ne_ndot_0007.00,0007.00,BONUS,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0007.00
ne_ndot_catalog_0007.10,ne_ndot_0007.10,0007.10,24 HOUR EMERGENCY MANAGEMENT,DAY,DAY,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0007.10
ne_ndot_catalog_0009.00,ne_ndot_0009.00,0009.00,PERMANENT BARRICADE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0009.00
ne_ndot_catalog_0010.04,ne_ndot_0010.04,0010.04,FIELD OFFICE,EACH,EACH,07,901.00,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0010.04
ne_ndot_catalog_0020.00,ne_ndot_0020.00,0020.00,TRAINING,HOUR,HOUR,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0020.00
ne_ndot_catalog_0024.00,ne_ndot_0024.00,0024.00,TRIBAL EMPLOYMENT RIGHTS OFFICE (TERO) TAX,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0024.00
ne_ndot_catalog_0024.02,ne_ndot_0024.02,0024.02,TAX,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0024.02
ne_ndot_catalog_0024.05,ne_ndot_0024.05,0024.05,CONSTRUCTION TAX,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0024.05
ne_ndot_catalog_0025.00,ne_ndot_0025.00,0025.00,PARTNERING WORKSHOP,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0025.00
ne_ndot_catalog_0025.01,ne_ndot_0025.01,0025.01,PARTNERING WORKSHOP,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0025.01
ne_ndot_catalog_0025.05,ne_ndot_0025.05,0025.05,EEO/AA REPORTING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0025.05
ne_ndot_catalog_0025.10,ne_ndot_0025.10,0025.10,VALUE ENGINEERING ADJUSTMENT,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0025.10
ne_ndot_catalog_0025.11,ne_ndot_0025.11,0025.11,VALUE ENGINEERING ADJUSTMENT,SQ YD,SY,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0025.11
ne_ndot_catalog_0025.12,ne_ndot_0025.12,0025.12,VALUE ENGINEERING ADJUSTMENT,ACRE,ACRE,07,,current,ne_ndot_english_standard_item_list_2010,7,stditeme06252010.pdf#page=7;item=0025.12
ne_ndot_catalog_0025.25,ne_ndot_0025.25,0025.25,ENGINEERING COSTS,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0025.25
ne_ndot_catalog_0030.00,ne_ndot_0030.00,0030.00,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.00
ne_ndot_catalog_0030.01,ne_ndot_0030.01,0030.01,ADDITIONAL MOBILIZATION,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.01
ne_ndot_catalog_0030.02,ne_ndot_0030.02,0030.02,REMOBILIZATION,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.02
ne_ndot_catalog_0030.10,ne_ndot_0030.10,0030.10,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.10
ne_ndot_catalog_0030.20,ne_ndot_0030.20,0030.20,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.20
ne_ndot_catalog_0030.30,ne_ndot_0030.30,0030.30,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.30
ne_ndot_catalog_0030.40,ne_ndot_0030.40,0030.40,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.40
ne_ndot_catalog_0030.50,ne_ndot_0030.50,0030.50,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.50
ne_ndot_catalog_0030.51,ne_ndot_0030.51,0030.51,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.51
ne_ndot_catalog_0030.60,ne_ndot_0030.60,0030.60,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.60
ne_ndot_catalog_0030.70,ne_ndot_0030.70,0030.70,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.70
ne_ndot_catalog_0030.71,ne_ndot_0030.71,0030.71,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.71
ne_ndot_catalog_0030.80,ne_ndot_0030.80,0030.80,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.80
ne_ndot_catalog_0030.81,ne_ndot_0030.81,0030.81,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.81
ne_ndot_catalog_0030.82,ne_ndot_0030.82,0030.82,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.82
ne_ndot_catalog_0030.83,ne_ndot_0030.83,0030.83,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.83
ne_ndot_catalog_0030.84,ne_ndot_0030.84,0030.84,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.84
ne_ndot_catalog_0030.90,ne_ndot_0030.90,0030.90,MOBILIZATION,LUMP SUM,LS,07,112.00,current,ne_ndot_english_standard_item_list_2010,8,stditeme06252010.pdf#page=8;item=0030.90
ne_ndot_catalog_0031.10,ne_ndot_0031.10,0031.10,FORCE ACCOUNT - EQUIPMENT,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0031.10
ne_ndot_catalog_0031.11,ne_ndot_0031.11,0031.11,FORCE ACCOUNT - LABOR,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0031.11
ne_ndot_catalog_0031.12,ne_ndot_0031.12,0031.12,FORCE ACCOUNT - MATERIALS,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0031.12
ne_ndot_catalog_0031.13,ne_ndot_0031.13,0031.13,FORCE ACCOUNT - OTHER ADJUSTMENT,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0031.13
ne_ndot_catalog_0090.00,ne_ndot_0090.00,0090.00,COOPERATION IN RESEARCH WORK,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0090.00
ne_ndot_catalog_0095.00,ne_ndot_0095.00,0095.00,ADDITIONAL FREIGHT,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0095.00
ne_ndot_catalog_0095.05,ne_ndot_0095.05,0095.05,ADDITIONAL FREIGHT,TON,TON,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0095.05
ne_ndot_catalog_0095.10,ne_ndot_0095.10,0095.10,TROUBLESHOOTING,HOUR,HOUR,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0095.10
ne_ndot_catalog_0096.00,ne_ndot_0096.00,0096.00,DEDUCTION,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0096.00
ne_ndot_catalog_0096.05,ne_ndot_0096.05,0096.05,DEDUCTION,HOUR,HOUR,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0096.05
ne_ndot_catalog_0096.06,ne_ndot_0096.06,0096.06,DEDUCTION,DAY,DAY,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0096.06
ne_ndot_catalog_0096.07,ne_ndot_0096.07,0096.07,DEDUCTION,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0096.07
ne_ndot_catalog_0096.10,ne_ndot_0096.10,0096.10,DEDUCTION,TON,TON,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0096.10
ne_ndot_catalog_0096.11,ne_ndot_0096.11,0096.11,DEDUCTION FOR STATE FURNISHED BORROW,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0096.11
ne_ndot_catalog_0096.15,ne_ndot_0096.15,0096.15,DELAY,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0096.15
ne_ndot_catalog_0096.20,ne_ndot_0096.20,0096.20,MOBILIZATION,HOUR,HOUR,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0096.20
ne_ndot_catalog_0096.21,ne_ndot_0096.21,0096.21,MOBILIZATION,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0096.21
ne_ndot_catalog_0097.00,ne_ndot_0097.00,0097.00,GENERAL AND ADMINISTRATIVE EXPENSES,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0097.00
ne_ndot_catalog_0097.10,ne_ndot_0097.10,0097.10,RAILROAD PROTECTIVE POLICY,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,9,stditeme06252010.pdf#page=9;item=0097.10
ne_ndot_catalog_0099.00,ne_ndot_0099.00,0099.00,GENERIC ITEM,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=0099.00
ne_ndot_catalog_0099.09,ne_ndot_0099.09,0099.09,MATERIALS DIVISION USE ONLY,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=0099.09
ne_ndot_catalog_1000.00,ne_ndot_1000.00,1000.00,LARGE TREE REMOVAL,EACH,EACH,07,202.00,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1000.00
ne_ndot_catalog_1009.00,ne_ndot_1009.00,1009.00,GENERAL CLEARING AND GRUBBING,LUMP SUM,LS,07,202.00,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1009.00
ne_ndot_catalog_1009.01,ne_ndot_1009.01,1009.01,GENERAL CLEARING AND GRUBBING,LUMP SUM,LS,07,202.00,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1009.01
ne_ndot_catalog_1009.98,ne_ndot_1009.98,1009.98,EXCAVATION (ESTABLISHED QUANTITY),LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1009.98
ne_ndot_catalog_1009.99,ne_ndot_1009.99,1009.99,EXCAVATION,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1009.99
ne_ndot_catalog_1010.00,ne_ndot_1010.00,1010.00,EXCAVATION,CU YD,CY,07,205.00,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1010.00
ne_ndot_catalog_1010.01,ne_ndot_1010.01,1010.01,EXCAVATION (ESTABLISHED QUANTITY),CU YD,CY,07,205.00,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1010.01
ne_ndot_catalog_1010.02,ne_ndot_1010.02,1010.02,MUCK EXCAVATION,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1010.02
ne_ndot_catalog_1010.04,ne_ndot_1010.04,1010.04,CHANNEL EXCAVATION,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1010.04
ne_ndot_catalog_1010.05,ne_ndot_1010.05,1010.05,SPECIAL EXCAVATION,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1010.05
ne_ndot_catalog_1010.06,ne_ndot_1010.06,1010.06,SPECIAL EXCAVATION,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1010.06
ne_ndot_catalog_1010.09,ne_ndot_1010.09,1010.09,SPECIAL EXCAVATION,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1010.09
ne_ndot_catalog_1010.10,ne_ndot_1010.10,1010.10,"EXCAVATION, BORROW",CU YD,CY,07,205.00,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1010.10
ne_ndot_catalog_1010.12,ne_ndot_1010.12,1010.12,"EXCAVATION, BORROW (EQ)",CU YD,CY,07,205.00,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1010.12
ne_ndot_catalog_1010.14,ne_ndot_1010.14,1010.14,ADDITIONAL COST,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1010.14
ne_ndot_catalog_1010.16,ne_ndot_1010.16,1010.16,ADDITIONAL EXCAVATION,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1010.16
ne_ndot_catalog_1010.25,ne_ndot_1010.25,1010.25,TRENCH EXCAVATION (E.Q.),CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,10,stditeme06252010.pdf#page=10;item=1010.25
ne_ndot_catalog_1010.26,ne_ndot_1010.26,1010.26,EXCAVATION FOR MSE WALL,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.26
ne_ndot_catalog_1010.27,ne_ndot_1010.27,1010.27,EXCAVATION FOR RETAINING WALL,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.27
ne_ndot_catalog_1010.30,ne_ndot_1010.30,1010.30,REMOVAL,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.30
ne_ndot_catalog_1010.35,ne_ndot_1010.35,1010.35,RUBBLE EXCAVATION,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.35
ne_ndot_catalog_1010.40,ne_ndot_1010.40,1010.40,REMOVAL AND REPLACEMENT OF UNSUITABLE MATERIAL,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.40
ne_ndot_catalog_1010.42,ne_ndot_1010.42,1010.42,REPLACEMENT OF UNSUITABLE MATERIAL,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.42
ne_ndot_catalog_1010.45,ne_ndot_1010.45,1010.45,REMOVAL OF LIVESTOCK WASTE,M GAL,MGAL,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.45
ne_ndot_catalog_1010.46,ne_ndot_1010.46,1010.46,REMOVAL OF UNSUITABLY WET SOIL,CU YD,CY,07,205.00,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.46
ne_ndot_catalog_1010.47,ne_ndot_1010.47,1010.47,CONTAINERIZED MATERIAL DISPOSAL,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.47
ne_ndot_catalog_1010.50,ne_ndot_1010.50,1010.50,REMOVAL OF UNSUITABLE MATERIAL,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.50
ne_ndot_catalog_1010.53,ne_ndot_1010.53,1010.53,REMOVAL OF UNSIUTABLE MATERIAL,TON,TON,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.53
ne_ndot_catalog_1010.62,ne_ndot_1010.62,1010.62,BACKFILL MATERIAL,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.62
ne_ndot_catalog_1010.66,ne_ndot_1010.66,1010.66,PERMEABLE SOIL,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.66
ne_ndot_catalog_1010.70,ne_ndot_1010.70,1010.70,NON-ENGINEERED FILL REMOVAL,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.70
ne_ndot_catalog_1010.90,ne_ndot_1010.90,1010.90,HAULING DIRT,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.90
ne_ndot_catalog_1010.97,ne_ndot_1010.97,1010.97,REGRADE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1010.97
ne_ndot_catalog_1011.00,ne_ndot_1011.00,1011.00,WATER,M GAL,MGAL,07,205.00,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1011.00
ne_ndot_catalog_1011.02,ne_ndot_1011.02,1011.02,WATER FOR DUST CONTROL,M GAL,MGAL,07,,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1011.02
ne_ndot_catalog_1011.50,ne_ndot_1011.50,1011.50,DISCING,HOUR,HOUR,07,205.00,current,ne_ndot_english_standard_item_list_2010,11,stditeme06252010.pdf#page=11;item=1011.50
ne_ndot_catalog_1012.00,ne_ndot_1012.00,1012.00,RIGHT-OF-WAY MARKERS,EACH,EACH,07,913.00,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1012.00
ne_ndot_catalog_1013.00,ne_ndot_1013.00,1013.00,RESET RIGHT-OF-WAY MARKERS,EACH,EACH,07,913.00,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1013.00
ne_ndot_catalog_1014.00,ne_ndot_1014.00,1014.00,INSTALL RIGHT-OF-WAY MARKERS,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1014.00
ne_ndot_catalog_1015.00,ne_ndot_1015.00,1015.00,REMOVE RIGHT-OF-WAY MARKERS,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1015.00
ne_ndot_catalog_1016.00,ne_ndot_1016.00,1016.00,RE-ESTABLISH PROPERTY CORNER,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1016.00
ne_ndot_catalog_1016.01,ne_ndot_1016.01,1016.01,ESTABLISH PROPERTY CORNER,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1016.01
ne_ndot_catalog_1017.00,ne_ndot_1017.00,1017.00,CONSTRUCTION STAKING AND SURVEYING,LUMP SUM,LS,07,114.00,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1017.00
ne_ndot_catalog_1017.10,ne_ndot_1017.10,1017.10,ADDITIONAL SURVEYING,HOUR,HOUR,07,114.00,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1017.10
ne_ndot_catalog_1017.12,ne_ndot_1017.12,1017.12,CONSTRUCTION STAKING AND SURVEYING,HOUR,HOUR,07,,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1017.12
ne_ndot_catalog_1017.50,ne_ndot_1017.50,1017.50,CONSTRUCTION STAKING AND SURVEYING,LUMP SUM,LS,07,114.00,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1017.50
ne_ndot_catalog_1018.00,ne_ndot_1018.00,1018.00,PRECONSTRUCTION SURVEY,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1018.00
ne_ndot_catalog_1020.01,ne_ndot_1020.01,1020.01,"DELINEATOR, TYPE I",EACH,EACH,07,420.00,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1020.01
ne_ndot_catalog_1020.02,ne_ndot_1020.02,1020.02,"DELINEATOR, TYPE II",EACH,EACH,07,420.00,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1020.02
ne_ndot_catalog_1020.03,ne_ndot_1020.03,1020.03,"DELINEATOR, TYPE III",EACH,EACH,07,420.00,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1020.03
ne_ndot_catalog_1020.06,ne_ndot_1020.06,1020.06,FLEXIBLE POST DELINEATOR,EACH,EACH,07,420.00,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1020.06
ne_ndot_catalog_1020.15,ne_ndot_1020.15,1020.15,MEDIAN CHAIN DELINEATOR,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1020.15
ne_ndot_catalog_1020.20,ne_ndot_1020.20,1020.20,INSTALL CHEVRONS,EACH,EACH,07,420.02,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1020.20
ne_ndot_catalog_1020.21,ne_ndot_1020.21,1020.21,REMOVE & RESET CHEVRONS,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1020.21
ne_ndot_catalog_1020.90,ne_ndot_1020.90,1020.90,REMOVE AND RESET FLAGPOLE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,12,stditeme06252010.pdf#page=12;item=1020.90
ne_ndot_catalog_1021.00,ne_ndot_1021.00,1021.00,REMOVE AND RESET DELINEATORS,EACH,EACH,07,421.00,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1021.00
ne_ndot_catalog_1021.10,ne_ndot_1021.10,1021.10,REMOVE DELINEATOR UNITS,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1021.10
ne_ndot_catalog_1021.20,ne_ndot_1021.20,1021.20,REMOVE AND RESET MILEAGE POST,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1021.20
ne_ndot_catalog_1021.25,ne_ndot_1021.25,1021.25,REMOVE AND RESET POST,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1021.25
ne_ndot_catalog_1021.50,ne_ndot_1021.50,1021.50,INSTALL CULVERT DELINEATOR,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1021.50
ne_ndot_catalog_1021.60,ne_ndot_1021.60,1021.60,"INSTALL DELINEATOR, TYPE 1",EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1021.60
ne_ndot_catalog_1030.00,ne_ndot_1030.00,1030.00,EARTHWORK MEASURED IN EMBANKMENT,CU YD,CY,07,205.00,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1030.00
ne_ndot_catalog_1030.02,ne_ndot_1030.02,1030.02,EMBANKMENT FOR SURCHARGE (ESTABLISHED QUANTITY),CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1030.02
ne_ndot_catalog_1030.04,ne_ndot_1030.04,1030.04,EMBANKMENT,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1030.04
ne_ndot_catalog_1030.08,ne_ndot_1030.08,1030.08,EMBANKMENT,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1030.08
ne_ndot_catalog_1030.10,ne_ndot_1030.10,1030.10,EARTHWORK MEASURED IN EMBANKMENT,CU YD,CY,07,205.00,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1030.10
ne_ndot_catalog_1030.20,ne_ndot_1030.20,1030.20,EARTHWORK MEASURED IN EMBANKMENT,CU YD,CY,07,205.00,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1030.20
ne_ndot_catalog_1030.31,ne_ndot_1030.31,1030.31,OVERHAUL,CU YD STATIO N,CU YD STATIO N,07,209.00,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1030.31
ne_ndot_catalog_1031.00,ne_ndot_1031.00,1031.00,"ROCK RIPRAP, TYPE B",TON,TON,07,905.00,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1031.00
ne_ndot_catalog_1033.00,ne_ndot_1033.00,1033.00,ROADWAY GRADING,STATION,STA,07,206.00,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1033.00
ne_ndot_catalog_1033.01,ne_ndot_1033.01,1033.01,ROADWAY GRADING,STATION,STA,07,206.00,current,ne_ndot_english_standard_item_list_2010,13,stditeme06252010.pdf#page=13;item=1033.01
